                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    210,                0.17264,                0.18432,                0.68101,                 1.1088,                0.93179,                0.92079,                0.95679,                0.92749,                0.93179,                0.92079,                0.95597,                 0.9385,                0.10017,                0.11727,                0.51724,                0.79145,              0.0031409,              0.0031409,              0.0031409
                    211,                0.17189,                0.18321,                0.67916,                 1.1063,                0.93585,                0.91728,                0.95664,                 0.9272,                0.93585,                0.91728,                0.95553,                0.93831,                0.10008,                0.11728,                0.51659,                0.79113,              0.0031079,              0.0031079,              0.0031079
                    212,                 0.1717,                0.18066,                0.67043,                 1.1051,                 0.9363,                 0.9161,                0.95686,                0.92701,                 0.9363,                 0.9161,                0.95576,                0.93847,                    0.1,                0.11726,                0.51684,                0.79085,               0.003075,               0.003075,               0.003075
                    213,                0.16957,                0.17986,                0.65857,                  1.106,                 0.9361,                0.91647,                0.95689,                0.92712,                 0.9361,                0.91647,                0.95579,                0.93852,                0.09996,                0.11727,                0.51719,                0.79073,               0.003042,               0.003042,               0.003042
                    214,                0.17149,                0.18344,                0.66832,                 1.1063,                0.94239,                0.91531,                0.95705,                0.92732,                0.94239,                0.91531,                0.95595,                0.93864,                0.09996,                0.11725,                0.51686,                0.79072,               0.003009,               0.003009,               0.003009
                    215,                0.17244,                0.18692,                0.67153,                 1.1043,                0.94284,                0.91483,                0.95709,                0.92759,                0.94284,                0.91483,                0.95599,                0.93865,                0.09993,                0.11725,                0.51679,                0.79058,               0.002976,               0.002976,               0.002976
                    216,                0.17422,                0.18209,                0.66614,                 1.1073,                0.94319,                0.91326,                0.95696,                0.92724,                0.94319,                0.91326,                0.95587,                0.93855,                0.09983,                 0.1172,                0.51597,                0.79023,              0.0029431,              0.0029431,              0.0029431
                    217,                0.17066,                0.18229,                0.65027,                 1.1058,                  0.945,                0.91217,                 0.9576,                0.92816,                  0.945,                0.91217,                0.95653,                0.93876,                0.09976,                0.11721,                0.51635,                0.78999,              0.0029101,              0.0029101,              0.0029101
                    218,                0.17082,                0.18378,                0.66691,                 1.1026,                0.94462,                 0.9118,                0.95757,                 0.9279,                0.94462,                 0.9118,                 0.9565,                0.93874,                0.09978,                0.11717,                0.51712,                 0.7899,              0.0028771,              0.0028771,              0.0028771
                    219,                0.16981,                 0.1779,                 0.6492,                 1.1042,                0.94431,                0.91303,                0.95748,                0.92768,                0.94431,                0.91303,                0.95641,                0.93866,                0.09973,                0.11721,                0.51716,                0.78983,              0.0028441,              0.0028441,              0.0028441
                    220,                0.17111,                  0.178,                0.66313,                 1.1048,                0.94382,                0.91503,                0.95756,                 0.9283,                0.94382,                0.91503,                0.95648,                0.93872,                0.09969,                0.11717,                0.51704,                0.78981,              0.0028112,              0.0028112,              0.0028112
                    221,                0.17141,                0.18375,                0.65273,                 1.1061,                0.94243,                0.91575,                0.95759,                0.92837,                0.94243,                0.91575,                0.95652,                0.93881,                 0.0997,                0.11713,                0.51705,                0.78975,              0.0027782,              0.0027782,              0.0027782
                    222,                 0.1685,                0.18064,                0.65902,                 1.1031,                0.94286,                0.91613,                0.95772,                0.92833,                0.94286,                0.91613,                0.95665,                0.93887,                0.09968,                0.11723,                0.51735,                0.78965,              0.0027452,              0.0027452,              0.0027452
                    223,                0.17191,                0.18516,                0.65448,                 1.1083,                0.94306,                0.91598,                0.95773,                0.92815,                0.94306,                0.91598,                0.95667,                0.93884,                0.09968,                 0.1172,                 0.5174,                0.78955,              0.0027122,              0.0027122,              0.0027122
                    224,                 0.1709,                0.18469,                0.66055,                 1.1019,                0.94233,                0.91685,                0.95807,                0.92854,                0.94233,                0.91685,                0.95701,                0.93918,                0.09961,                 0.1172,                0.51744,                0.78942,              0.0026793,              0.0026793,              0.0026793
                    225,                0.17008,                0.18341,                0.64818,                 1.1028,                0.94209,                0.91717,                0.95808,                0.92835,                0.94209,                0.91717,                0.95701,                0.93926,                0.09952,                 0.1172,                0.51671,                 0.7893,              0.0026463,              0.0026463,              0.0026463
                    226,                 0.1715,                0.18144,                0.65312,                 1.1074,                0.94263,                0.91621,                0.95799,                0.92816,                0.94263,                0.91621,                0.95693,                0.93907,                0.09941,                0.11717,                0.51664,                0.78919,              0.0026133,              0.0026133,              0.0026133
                    227,                0.16873,                0.18026,                0.64229,                 1.1008,                0.94306,                0.91691,                0.95799,                0.92813,                0.94306,                0.91691,                0.95694,                  0.939,                0.09936,                0.11717,                0.51661,                0.78904,              0.0025803,              0.0025803,              0.0025803
                    228,                0.16864,                0.17449,                0.62849,                 1.1012,                  0.943,                0.91202,                0.95767,                0.92784,                  0.943,                0.91202,                0.95663,                0.93877,                0.09931,                0.11718,                0.51639,                0.78898,              0.0025473,              0.0025473,              0.0025473
                    229,                0.16838,                0.18165,                0.63564,                 1.1021,                0.94363,                0.91151,                0.95751,                0.92849,                0.94363,                0.91151,                0.95646,                0.93885,                 0.0993,                0.11721,                0.51653,                0.78887,              0.0025144,              0.0025144,              0.0025144
                    230,                0.16852,                 0.1793,                0.64209,                 1.1007,                0.94256,                0.91172,                0.95747,                0.92812,                0.94256,                0.91172,                0.95642,                 0.9386,                0.09923,                 0.1172,                0.51658,                0.78874,              0.0024814,              0.0024814,              0.0024814
                    231,                0.16792,                0.17537,                0.63198,                 1.1019,                0.94083,                 0.9131,                 0.9573,                0.92802,                0.94083,                 0.9131,                0.95625,                0.93843,                0.09918,                0.11719,                 0.5167,                0.78855,              0.0024484,              0.0024484,              0.0024484
                    232,                0.16949,                0.18012,                0.63907,                 1.1037,                0.94042,                0.91334,                0.95737,                0.92768,                0.94042,                0.91334,                0.95632,                0.93859,                0.09914,                 0.1172,                0.51656,                0.78839,              0.0024154,              0.0024154,              0.0024154
                    233,                0.16604,                 0.1765,                0.62623,                 1.1027,                0.94002,                0.91321,                0.95732,                0.92817,                0.94002,                0.91321,                0.95627,                0.93864,                0.09913,                0.11722,                0.51648,                0.78833,              0.0023825,              0.0023825,              0.0023825
                    234,                0.16842,                0.18162,                0.63376,                 1.1034,                0.93922,                0.91353,                0.95723,                0.92806,                0.93922,                0.91353,                0.95618,                0.93834,                0.09909,                 0.1173,                0.51717,                 0.7881,              0.0023495,              0.0023495,              0.0023495
                    235,                 0.1676,                0.18083,                0.64618,                 1.0977,                0.93905,                0.91368,                0.95716,                0.92795,                0.93905,                0.91368,                 0.9561,                0.93827,                0.09905,                 0.1173,                0.51727,                0.78786,              0.0023165,              0.0023165,              0.0023165
                    236,                0.16795,                0.17843,                0.63102,                 1.1011,                0.93901,                0.91402,                0.95717,                0.92764,                0.93901,                0.91402,                0.95611,                0.93843,                0.09895,                0.11731,                0.51741,                0.78755,              0.0022835,              0.0022835,              0.0022835
                    237,                0.16747,                0.17896,                0.63287,                 1.0996,                0.93531,                0.91743,                 0.9573,                0.92746,                0.93531,                0.91743,                0.95624,                0.93845,                0.09886,                0.11734,                0.51708,                0.78743,              0.0022506,              0.0022506,              0.0022506
                    238,                0.16829,                0.17812,                0.62032,                 1.0984,                0.93544,                0.91732,                0.95729,                0.92772,                0.93544,                0.91732,                0.95624,                0.93844,                0.09883,                0.11736,                0.51642,                0.78742,              0.0022176,              0.0022176,              0.0022176
                    239,                 0.1673,                0.17626,                 0.6292,                 1.1024,                0.93551,                0.91764,                0.95737,                0.92761,                0.93551,                0.91764,                0.95633,                0.93857,                0.09884,                0.11737,                0.51625,                0.78747,              0.0021846,              0.0021846,              0.0021846
                    240,                0.16919,                0.17632,                 0.6262,                 1.1042,                0.93559,                0.91775,                0.95728,                0.92728,                0.93559,                0.91775,                0.95624,                0.93846,                 0.0988,                0.11739,                0.51555,                0.78744,              0.0021516,              0.0021516,              0.0021516
                    241,                0.16707,                0.17669,                0.61178,                 1.0995,                0.93618,                0.91772,                0.95712,                0.92725,                0.93618,                0.91772,                 0.9561,                0.93838,                0.09872,                0.11738,                0.51566,                0.78736,              0.0021187,              0.0021187,              0.0021187
                    242,                0.16901,                0.17884,                 0.6246,                 1.1018,                0.93647,                0.91757,                0.95721,                0.92721,                0.93647,                0.91757,                0.95619,                0.93837,                0.09868,                0.11741,                0.51543,                0.78727,              0.0020857,              0.0020857,              0.0020857
                    243,                0.16686,                0.17615,                 0.6157,                 1.1003,                0.93636,                0.91741,                0.95717,                0.92755,                0.93636,                0.91741,                0.95615,                0.93837,                0.09865,                0.11745,                0.51627,                0.78718,              0.0020527,              0.0020527,              0.0020527
                    244,                0.16868,                0.18056,                0.62559,                 1.0983,                0.93683,                0.91761,                0.95728,                0.92749,                0.93683,                0.91761,                0.95626,                0.93849,                0.09862,                0.11747,                 0.5169,                0.78709,              0.0020197,              0.0020197,              0.0020197
                    245,                0.16611,                0.17927,                0.62016,                 1.0961,                0.93697,                0.91703,                 0.9572,                0.92745,                0.93697,                0.91703,                0.95616,                0.93839,                0.09858,                0.11746,                0.51671,                  0.787,              0.0019868,              0.0019868,              0.0019868
                    246,                0.16767,                0.17749,                0.62174,                 1.1023,                 0.9379,                0.91615,                0.95717,                0.92734,                 0.9379,                0.91615,                0.95614,                0.93837,                0.09851,                0.11759,                0.51671,                0.78696,              0.0019538,              0.0019538,              0.0019538
                    247,                0.16605,                0.17796,                0.62168,                 1.0998,                0.93913,                0.91504,                0.95726,                0.92749,                0.93913,                0.91504,                0.95624,                0.93849,                0.09846,                0.11763,                0.51694,                0.78686,              0.0019208,              0.0019208,              0.0019208
                    248,                0.16748,                0.17962,                0.62782,                  1.102,                0.93939,                0.91564,                0.95751,                 0.9273,                0.93939,                0.91564,                0.95649,                0.93872,                0.09843,                0.11761,                0.51714,                0.78682,              0.0018878,              0.0018878,              0.0018878
                    249,                0.16637,                0.17706,                 0.6181,                 1.0994,                0.93897,                 0.9161,                0.95754,                0.92739,                0.93897,                 0.9161,                0.95654,                0.93883,                0.09841,                0.11758,                0.51743,                0.78692,              0.0018548,              0.0018548,              0.0018548
                    250,                0.16681,                0.17934,                0.60996,                 1.1005,                0.93922,                 0.9156,                0.95745,                0.92739,                0.93922,                 0.9156,                0.95643,                0.93876,                0.09842,                 0.1176,                0.51816,                0.78697,              0.0018219,              0.0018219,              0.0018219
                    251,                0.16565,                0.17724,                0.61213,                 1.1011,                0.93646,                0.91644,                0.95722,                0.92733,                0.93646,                0.91644,                0.95622,                0.93859,                0.09839,                 0.1176,                0.51925,                0.78685,              0.0017889,              0.0017889,              0.0017889
                    252,                0.16782,                0.18345,                0.62408,                 1.1012,                0.93687,                0.91694,                 0.9574,                0.92719,                0.93687,                0.91694,                0.95639,                0.93864,                0.09839,                0.11758,                0.51965,                0.78687,              0.0017559,              0.0017559,              0.0017559
                    253,                0.17006,                 0.1805,                0.61745,                 1.1033,                0.93656,                0.91742,                0.95743,                0.92724,                0.93656,                0.91742,                0.95643,                0.93873,                0.09843,                0.11761,                0.52031,                0.78688,              0.0017229,              0.0017229,              0.0017229
                    254,                0.16658,                0.17743,                0.61763,                 1.1004,                0.93635,                0.91717,                0.95748,                 0.9273,                0.93635,                0.91717,                0.95647,                0.93879,                0.09835,                 0.1176,                0.52033,                0.78673,                0.00169,                0.00169,                0.00169
                    255,                0.16521,                 0.1755,                0.58709,                 1.0977,                0.93647,                0.91722,                0.95749,                0.92724,                0.93647,                0.91722,                0.95648,                0.93873,                0.09835,                 0.1176,                0.52073,                0.78671,               0.001657,               0.001657,               0.001657
                    256,                0.16654,                0.18121,                0.60816,                 1.1004,                0.93693,                0.91701,                0.95752,                0.92694,                0.93693,                0.91701,                0.95652,                0.93873,                0.09841,                0.11761,                0.52113,                0.78678,               0.001624,               0.001624,               0.001624
                    257,                0.16755,                0.17299,                0.61916,                  1.102,                0.93691,                0.91712,                 0.9575,                0.92737,                0.93691,                0.91712,                0.95648,                 0.9387,                0.09833,                0.11759,                0.52064,                0.78671,               0.001591,               0.001591,               0.001591
                    258,                0.16471,                0.17343,                0.59716,                 1.0982,                0.93669,                0.91742,                0.95753,                0.92728,                0.93669,                0.91742,                 0.9565,                0.93876,                0.09836,                0.11758,                0.52038,                0.78665,              0.0015581,              0.0015581,              0.0015581
                    259,                0.16766,                 0.1782,                0.61346,                 1.1021,                0.93678,                0.91726,                0.95755,                0.92695,                0.93678,                0.91726,                0.95651,                 0.9387,                0.09833,                0.11764,                0.51975,                0.78667,              0.0015251,              0.0015251,              0.0015251
                    260,                0.16509,                0.17805,                0.60477,                 1.0967,                0.93666,                0.91718,                0.95749,                 0.9266,                0.93666,                0.91718,                0.95645,                0.93872,                0.09826,                0.11765,                0.52025,                0.78652,              0.0014921,              0.0014921,              0.0014921
                    261,                0.16438,                0.17815,                0.60433,                 1.0997,                0.93778,                0.91634,                 0.9575,                0.92662,                0.93778,                0.91634,                0.95646,                0.93877,                0.09825,                0.11765,                0.52084,                0.78655,              0.0014591,              0.0014591,              0.0014591
                    262,                0.16834,                0.17722,                0.60852,                  1.102,                0.93776,                0.91535,                0.95729,                0.92659,                0.93776,                0.91535,                0.95625,                0.93853,                 0.0982,                0.11767,                0.52065,                0.78645,              0.0014262,              0.0014262,              0.0014262
